"","V85","V86","V87","V88","V89","V227","V211","V214","V248","V191","V242","V240","V141","C_COW_ALPHA","V84","V103","V29","V28","V25","V30","V32","V34","V35","V116","V115","V227.1","V229","V191.1","V248.1","V118","V115.1","V105"
"32715",1,3,3,3,3,2,3,NA,7,4,47,2,8,"JPN",2,2,0,0,0,0,0,0,0,3,3,2,1,4,7,3,3,2
"32716",1,3,NA,NA,NA,3,2,2,4,3,56,2,7,"JPN",NA,NA,0,0,0,0,0,0,0,4,3,3,1,3,4,NA,3,NA
"32717",3,3,3,3,3,1,NA,2,7,4,40,1,8,"JPN",2,NA,0,1,0,0,0,0,0,3,3,1,1,4,7,3,3,NA
"32718",2,3,3,3,2,3,3,2,7,4,29,2,7,"JPN",2,3,0,0,0,0,0,0,0,4,4,3,2,4,7,4,4,4
"32719",2,NA,3,3,3,2,NA,2,7,4,33,2,8,"JPN",1,3,0,0,0,0,0,0,0,3,3,2,2,4,7,3,3,3
"32720",1,2,2,3,2,1,3,2,9,4,68,1,9,"JPN",2,2,0,0,0,0,0,2,2,3,3,1,4,4,9,2,3,3
"32721",3,3,3,3,3,2,2,1,9,4,25,2,6,"JPN",3,4,0,2,0,0,0,0,0,4,4,2,1,4,9,3,4,4
"32722",1,3,3,3,3,2,3,2,NA,4,38,2,10,"JPN",3,2,0,0,0,0,0,0,0,3,3,2,1,4,NA,3,3,3
"32723",3,2,3,2,2,1,2,2,7,4,32,1,3,"JPN",2,3,0,0,0,0,0,0,0,4,4,1,1,4,7,3,4,3
"32724",1,3,2,3,1,1,NA,3,7,2,35,1,2,"JPN",2,2,0,0,0,1,0,0,0,4,4,1,1,2,7,3,4,4
"32725",2,2,2,2,2,1,3,2,7,3,23,2,NA,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,2,3,7,3,3,3
"32726",1,3,NA,3,NA,1,2,2,7,3,35,2,7,"JPN",3,2,0,0,0,0,0,0,0,4,3,1,7,3,7,2,3,3
"32727",1,2,2,2,1,1,3,2,6,2,54,2,7,"JPN",2,3,0,0,0,0,0,0,0,3,2,1,5,2,6,2,2,4
"32728",2,3,3,2,2,1,2,2,9,4,35,1,4,"JPN",1,3,0,0,0,0,0,0,0,3,3,1,1,4,9,3,3,3
"32729",2,3,3,3,3,2,3,2,7,4,51,1,8,"JPN",2,3,0,0,0,0,0,0,0,3,3,2,3,4,7,3,3,3
"32730",2,3,3,3,3,1,1,1,6,3,40,1,6,"JPN",3,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,3,6,3,3,NA
"32731",3,3,3,3,3,2,3,2,4,4,21,1,NA,"JPN",3,NA,0,0,0,0,0,0,0,NA,NA,2,8,4,4,NA,NA,NA
"32732",2,3,3,NA,NA,1,1,1,7,3,64,2,10,"JPN",3,NA,0,0,0,0,0,0,0,2,1,1,3,3,7,2,1,NA
"32733",3,3,3,3,3,1,1,2,3,4,72,2,10,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,5,4,3,3,3,4
"32734",1,NA,NA,NA,1,1,1,1,7,3,77,1,7,"JPN",2,2,0,0,0,0,0,0,0,3,3,1,4,3,7,3,3,NA
"32735",NA,NA,2,NA,NA,1,3,1,3,4,76,2,9,"JPN",2,NA,0,0,0,0,0,0,0,NA,NA,1,5,4,3,NA,NA,NA
"32736",NA,NA,NA,NA,NA,1,1,1,3,4,74,2,NA,"JPN",NA,3,1,0,0,0,0,0,0,3,1,1,4,4,3,3,1,NA
"32737",NA,NA,NA,NA,NA,1,NA,2,7,3,49,2,7,"JPN",NA,2,0,0,0,0,0,0,0,3,2,1,2,3,7,2,2,3
"32738",3,3,3,3,3,2,1,1,3,4,30,2,5,"JPN",3,3,0,0,0,0,0,0,0,3,3,2,2,4,3,2,3,NA
"32739",3,3,3,3,3,1,2,2,7,4,26,2,5,"JPN",3,2,0,2,0,0,0,0,1,4,4,1,1,4,7,4,4,3
"32740",2,3,3,3,3,1,1,2,3,4,72,2,NA,"JPN",2,NA,0,0,1,0,0,0,0,2,2,1,5,4,3,3,2,4
"32741",NA,NA,2,1,NA,2,2,1,3,1,62,2,NA,"JPN",2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,3,NA,4
"32742",1,2,2,3,2,1,3,2,8,4,30,1,2,"JPN",1,3,0,0,0,0,0,0,0,4,4,1,3,4,8,4,4,4
"32743",2,2,2,2,2,1,2,2,7,4,65,1,5,"JPN",2,2,0,0,0,0,0,0,0,NA,NA,1,2,4,7,NA,NA,NA
"32744",3,3,3,3,3,1,2,2,3,4,73,2,8,"JPN",2,2,1,0,0,0,0,0,0,3,3,1,5,4,3,3,3,3
"32745",3,3,3,3,3,1,1,2,9,3,55,1,NA,"JPN",2,3,0,0,0,0,0,0,0,NA,2,1,1,3,9,NA,2,NA
"32746",1,3,NA,2,3,2,3,2,5,3,35,2,10,"JPN",3,2,0,1,0,0,0,0,0,3,3,2,2,3,5,2,3,3
"32747",1,2,2,1,NA,1,2,1,3,3,64,1,8,"JPN",2,2,0,0,0,0,0,0,2,3,3,1,2,3,3,2,3,3
"32748",3,3,3,3,3,2,2,2,7,3,35,1,6,"JPN",2,2,0,0,0,0,0,0,2,3,3,2,3,3,7,3,3,2
"32749",2,3,3,3,3,1,3,2,7,4,30,1,10,"JPN",2,2,0,0,0,0,0,0,2,3,3,1,1,4,7,3,3,3
"32750",1,2,3,3,3,1,2,1,7,4,51,2,8,"JPN",2,2,0,0,0,0,0,0,2,2,2,1,2,4,7,2,2,NA
"32751",2,NA,NA,NA,NA,2,4,2,7,1,27,1,2,"JPN",2,3,0,0,0,0,0,0,0,4,4,2,NA,1,7,4,4,3
"32752",NA,NA,NA,NA,NA,NA,NA,NA,6,3,71,1,NA,"JPN",3,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,8,3,6,3,3,3
"32753",3,3,3,3,3,2,4,NA,7,4,42,2,NA,"JPN",4,3,0,0,0,0,0,0,0,NA,NA,2,1,4,7,NA,NA,4
"32754",2,NA,2,2,NA,1,1,NA,7,3,29,1,2,"JPN",2,2,0,1,0,0,0,0,0,4,4,1,1,3,7,4,4,3
"32755",3,3,3,3,3,1,1,2,7,4,51,2,8,"JPN",3,2,0,0,0,0,0,0,0,NA,2,1,5,4,7,NA,2,4
"32756",2,NA,2,NA,2,1,1,2,3,4,71,1,4,"JPN",2,2,0,0,0,0,0,0,0,4,3,1,4,4,3,3,3,4
"32757",2,3,2,NA,NA,2,2,2,9,4,54,1,9,"JPN",2,2,0,0,0,0,0,0,0,3,3,2,1,4,9,3,3,4
"32758",2,NA,2,NA,NA,2,3,2,7,4,22,1,8,"JPN",2,2,0,1,1,0,0,0,2,4,3,2,1,4,7,4,3,3
"32759",2,2,2,2,2,2,3,2,6,4,32,1,8,"JPN",3,3,0,0,0,0,0,0,0,3,3,2,1,4,6,3,3,3
"32760",2,NA,2,NA,NA,2,3,2,7,3,50,1,1,"JPN",3,3,0,0,0,0,0,0,0,4,4,2,1,3,7,4,4,3
"32761",NA,NA,2,NA,NA,2,NA,2,5,3,49,1,5,"JPN",2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,3,5,3,3,3
"32762",2,3,3,2,2,2,3,1,7,4,42,1,7,"JPN",1,2,0,1,0,0,0,0,0,3,4,2,1,4,7,4,4,3
"32763",2,2,2,3,3,2,2,2,7,3,70,2,6,"JPN",2,3,0,0,0,0,0,0,0,NA,NA,2,5,3,7,NA,NA,4
"32764",1,2,2,3,2,1,3,1,7,4,53,1,10,"JPN",3,2,0,0,0,0,0,0,0,3,3,1,2,4,7,3,3,3
"32765",1,1,2,3,2,1,2,1,5,4,60,2,6,"JPN",2,2,0,0,0,0,0,0,2,3,3,1,5,4,5,3,3,4
"32766",NA,NA,NA,NA,NA,3,4,NA,5,2,68,2,10,"JPN",2,2,0,0,0,0,0,0,0,NA,NA,3,4,2,5,2,NA,NA
"32767",2,3,2,3,NA,1,1,1,3,4,70,2,NA,"JPN",2,1,1,0,0,0,0,0,0,3,4,1,4,4,3,2,4,3
"32768",2,3,2,2,3,1,1,1,3,3,75,2,5,"JPN",1,3,NA,NA,0,NA,NA,NA,NA,3,3,1,4,3,3,3,3,4
"32769",1,2,2,2,2,1,3,2,7,3,55,1,6,"JPN",1,1,1,0,1,0,0,0,0,3,3,1,1,3,7,3,3,2
"32770",NA,NA,NA,3,NA,1,1,2,7,4,25,2,NA,"JPN",2,NA,0,0,0,0,0,0,0,NA,2,1,5,4,7,NA,2,NA
"32771",1,2,1,NA,2,1,3,2,8,4,66,1,4,"JPN",2,3,0,0,0,1,1,0,1,3,3,1,3,4,8,3,3,3
"32772",1,NA,NA,NA,NA,1,2,2,9,2,44,2,7,"JPN",3,3,0,0,0,0,0,0,0,3,2,1,7,2,9,3,2,NA
"32773",2,NA,NA,NA,2,2,2,2,3,4,63,2,5,"JPN",3,3,0,0,0,0,0,0,0,3,3,2,5,4,3,2,3,3
"32774",3,3,3,3,3,2,NA,NA,3,4,59,2,NA,"JPN",4,2,0,0,0,0,0,0,0,2,2,2,NA,4,3,NA,2,4
"32775",2,2,3,3,3,2,2,1,7,4,60,2,2,"JPN",3,3,0,0,0,0,0,0,0,3,3,2,5,4,7,3,3,3
"32776",2,NA,2,2,2,2,3,2,7,4,57,1,7,"JPN",3,NA,0,0,0,0,0,0,0,4,NA,2,1,4,7,4,NA,NA
"32777",1,3,2,NA,3,2,1,2,9,3,23,1,7,"JPN",1,4,0,0,0,0,0,0,0,2,3,2,2,3,9,2,3,3
"32778",1,2,3,3,3,3,2,2,7,4,36,2,9,"JPN",3,4,0,0,0,0,0,0,0,3,3,3,2,4,7,2,3,4
"32779",NA,3,3,3,3,1,3,2,3,4,56,1,8,"JPN",2,2,0,0,0,0,0,0,0,2,2,1,1,4,3,2,2,3
"32780",1,2,2,3,3,1,NA,1,7,1,47,1,5,"JPN",1,2,0,0,1,1,1,1,1,3,3,1,3,1,7,3,3,3
"32781",2,2,2,2,2,1,2,2,5,3,54,1,8,"JPN",2,2,0,0,0,0,0,0,0,4,4,1,1,3,5,3,4,3
"32782",2,2,2,3,3,1,2,2,3,3,71,2,5,"JPN",2,2,0,0,0,0,0,0,0,3,3,1,NA,3,3,3,3,NA
"32783",3,3,3,3,3,3,3,2,9,4,42,1,7,"JPN",3,2,0,0,2,0,0,0,0,3,3,3,1,4,9,3,3,NA
"32784",3,3,3,3,3,2,1,2,3,2,78,2,1,"JPN",2,1,0,0,0,0,0,0,0,3,3,2,5,2,3,3,3,4
"32785",NA,NA,3,3,3,1,1,1,3,4,75,2,NA,"JPN",2,2,0,0,0,0,0,0,0,NA,2,1,7,4,3,NA,2,3
"32786",1,3,2,3,2,1,1,NA,7,4,27,1,8,"JPN",2,3,0,0,2,0,0,0,2,3,3,1,3,4,7,2,3,4
"32787",2,2,3,3,3,2,2,2,7,3,40,1,6,"JPN",2,2,0,0,0,0,0,0,0,3,2,2,1,3,7,2,2,NA
"32788",3,3,3,3,3,2,2,2,3,4,72,2,NA,"JPN",4,2,0,0,0,0,0,0,0,NA,3,2,5,4,3,NA,3,NA
"32789",1,3,3,3,3,2,2,1,7,4,59,2,6,"JPN",2,3,0,0,0,0,0,0,2,4,4,2,2,4,7,3,4,4
"32790",NA,NA,NA,NA,NA,2,NA,2,7,2,51,2,5,"JPN",3,3,0,0,0,0,0,0,0,NA,NA,2,2,2,7,NA,NA,3
"32791",1,2,3,3,3,1,3,2,7,2,47,2,8,"JPN",2,2,0,0,0,0,0,0,0,4,3,1,3,2,7,3,3,3
"32792",2,2,2,2,2,2,NA,2,5,4,23,1,1,"JPN",2,2,0,0,0,0,0,0,0,4,4,2,1,4,5,4,4,NA
"32793",2,2,2,2,2,1,1,2,9,3,21,1,6,"JPN",2,2,0,0,0,0,0,0,0,3,3,1,2,3,9,3,3,3
"32794",NA,NA,NA,NA,NA,1,3,1,3,2,75,1,5,"JPN",3,3,0,0,2,0,0,0,0,NA,NA,1,8,2,3,NA,NA,3
"32795",2,3,3,3,3,1,1,2,NA,2,40,2,7,"JPN",2,3,0,0,0,0,0,0,0,4,3,1,7,2,NA,4,3,3
"32796",3,3,3,3,3,2,1,1,5,4,35,2,NA,"JPN",2,3,0,0,0,0,0,0,0,4,4,2,1,4,5,4,4,4
"32797",3,3,3,3,3,2,1,2,7,4,63,2,8,"JPN",3,2,0,0,0,0,0,0,0,NA,2,2,2,4,7,NA,2,3
"32798",2,NA,NA,NA,NA,2,2,2,7,3,45,2,NA,"JPN",3,2,0,0,0,0,0,0,0,3,3,2,2,3,7,3,3,3
"32799",2,2,2,2,2,1,2,2,9,4,57,1,7,"JPN",1,2,0,0,0,0,0,0,0,3,3,1,1,4,9,3,3,2
"32800",NA,NA,NA,3,3,1,3,2,7,4,40,1,5,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,1,4,7,3,3,3
"32801",2,2,3,3,3,3,3,2,7,3,40,2,NA,"JPN",4,3,0,0,0,0,0,0,0,3,3,3,2,3,7,3,3,4
"32802",1,2,2,2,2,1,3,NA,5,3,49,2,NA,"JPN",2,4,0,0,0,0,0,0,0,4,4,1,3,3,5,3,4,4
"32803",NA,NA,NA,NA,NA,1,2,2,7,4,34,1,NA,"JPN",3,2,0,1,0,0,0,0,0,NA,NA,1,1,4,7,NA,NA,3
"32804",2,2,2,2,2,1,2,2,7,3,61,1,6,"JPN",2,2,0,0,0,0,0,0,0,3,3,1,2,3,7,3,3,3
"32805",NA,NA,NA,NA,NA,1,NA,2,9,4,46,2,NA,"JPN",2,NA,0,1,0,0,0,0,0,NA,NA,1,1,4,9,NA,NA,NA
"32806",1,2,1,3,2,1,3,2,7,4,54,1,8,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,1,4,7,3,3,3
"32807",3,3,3,3,3,2,1,1,3,4,76,2,NA,"JPN",1,2,0,0,0,0,0,0,0,3,2,2,5,4,3,3,2,4
"32808",2,3,3,3,3,1,1,2,7,4,69,2,8,"JPN",3,2,0,0,0,0,0,0,0,3,3,1,5,4,7,2,3,3
"32809",3,3,3,3,3,1,1,2,5,4,31,2,7,"JPN",3,3,0,0,0,0,0,0,0,NA,NA,1,1,4,5,NA,NA,3
"32810",2,3,NA,3,NA,2,2,2,7,2,62,1,9,"JPN",2,1,0,0,0,0,0,0,0,3,3,2,3,2,7,2,3,NA
"32811",2,3,2,3,2,1,NA,NA,3,2,62,1,5,"JPN",2,NA,0,0,0,2,0,2,2,3,3,1,3,2,3,3,3,2
"32812",3,3,3,3,3,3,2,2,5,4,30,2,5,"JPN",4,2,0,0,0,0,0,0,0,4,4,3,1,4,5,4,4,3
"32813",NA,3,3,3,3,3,1,1,4,3,75,2,NA,"JPN",3,2,0,0,2,0,0,0,0,NA,2,3,4,3,4,2,2,NA
"32814",2,2,2,2,2,2,2,2,7,4,58,2,8,"JPN",3,2,0,0,1,0,0,0,0,3,2,2,5,4,7,2,2,3
"32815",2,2,2,2,NA,2,2,2,7,4,28,2,NA,"JPN",2,2,0,0,0,0,0,0,0,3,3,2,5,4,7,2,3,3
"32816",3,3,3,3,3,1,3,3,9,3,46,2,7,"JPN",2,3,0,0,0,0,0,0,0,4,3,1,2,3,9,2,3,4
"32817",2,2,2,2,2,2,2,1,7,2,62,1,5,"JPN",2,3,0,0,0,0,0,0,0,3,3,2,2,2,7,3,3,2
"32818",2,2,2,3,NA,1,3,2,9,4,53,2,8,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,2,4,9,3,3,3
"32819",2,3,3,3,3,1,2,2,9,3,79,1,5,"JPN",2,2,0,0,0,1,0,0,1,3,3,1,4,3,9,2,3,4
"32820",1,NA,NA,1,NA,3,2,2,7,4,59,1,9,"JPN",3,2,0,0,0,0,0,0,0,3,2,3,1,4,7,3,2,3
"32821",2,NA,3,3,3,2,3,2,7,4,40,2,9,"JPN",3,2,0,0,0,0,0,0,0,3,3,2,5,4,7,3,3,3
"32822",3,3,NA,3,NA,1,NA,2,7,4,51,1,4,"JPN",3,NA,1,1,1,0,0,0,0,3,3,1,1,4,7,4,3,NA
"32823",3,3,3,3,3,3,4,NA,6,4,30,1,NA,"JPN",3,2,0,0,0,0,0,0,0,3,3,3,1,4,6,3,3,3
"32824",NA,NA,NA,NA,NA,2,3,2,6,NA,30,2,5,"JPN",3,NA,0,0,0,0,0,0,0,3,3,2,NA,NA,6,3,3,4
"32825",NA,NA,NA,NA,NA,1,2,2,7,4,55,1,10,"JPN",3,2,0,0,0,0,0,0,1,3,2,1,1,4,7,3,2,4
"32826",3,3,3,3,3,2,2,2,7,3,33,1,3,"JPN",4,3,0,0,0,0,0,0,0,3,2,2,1,3,7,2,2,4
"32827",NA,3,2,2,NA,2,3,NA,5,4,37,1,6,"JPN",3,4,0,1,0,0,0,0,0,3,3,2,1,4,5,3,3,4
"32828",2,2,3,3,NA,2,1,2,7,2,58,2,1,"JPN",1,2,0,0,0,0,0,0,0,3,3,2,5,2,7,3,3,2
"32829",1,2,3,3,NA,1,2,2,7,3,56,2,7,"JPN",3,2,0,0,1,0,0,0,0,4,4,1,3,3,7,3,4,2
"32830",1,2,2,2,2,3,4,2,7,2,37,2,8,"JPN",4,4,0,0,1,0,0,0,0,4,4,3,NA,2,7,4,4,4
"32831",2,NA,2,3,NA,1,1,1,9,4,66,1,8,"JPN",2,2,0,0,0,0,0,0,0,3,2,1,4,4,9,2,2,NA
"32832",3,3,3,3,3,NA,NA,NA,7,4,58,2,NA,"JPN",3,3,0,0,0,0,0,0,1,NA,NA,NA,2,4,7,NA,NA,4
"32833",2,NA,NA,NA,3,1,2,2,7,4,65,2,7,"JPN",1,2,0,0,0,1,0,0,0,2,2,1,5,4,7,3,2,3
"32834",2,2,2,NA,NA,1,2,NA,9,3,48,1,10,"JPN",2,3,0,0,0,0,0,0,0,2,2,1,1,3,9,2,2,NA
"32835",2,3,3,3,3,1,3,2,7,4,36,1,8,"JPN",2,3,0,0,1,0,0,0,0,2,2,1,1,4,7,2,2,3
"32836",3,3,3,3,3,1,1,1,3,4,58,1,7,"JPN",1,1,0,0,0,0,0,0,0,2,2,1,3,4,3,2,2,3
"32837",1,NA,2,3,2,1,2,2,7,4,54,2,9,"JPN",2,2,0,1,0,0,0,0,0,3,3,1,2,4,7,2,3,3
"32838",NA,NA,NA,NA,NA,1,1,2,3,4,66,2,NA,"JPN",3,NA,0,0,0,0,0,0,0,NA,NA,1,5,4,3,NA,NA,NA
"32839",2,2,2,2,2,NA,NA,NA,9,NA,49,1,7,"JPN",2,2,0,0,1,0,0,0,0,3,3,NA,1,NA,9,3,3,2
"32840",2,NA,NA,NA,NA,1,2,2,9,4,31,1,7,"JPN",2,3,0,2,0,0,0,0,0,2,2,1,1,4,9,2,2,4
"32841",2,3,3,3,3,2,3,2,7,4,37,1,5,"JPN",4,3,0,0,0,0,0,0,0,4,3,2,1,4,7,3,3,4
"32842",2,1,2,3,NA,1,2,1,9,3,33,1,10,"JPN",2,NA,0,0,0,0,0,0,0,3,3,1,1,3,9,NA,3,3
"32843",3,3,NA,NA,3,1,3,2,5,3,46,2,8,"JPN",3,3,0,0,0,0,0,0,0,3,3,1,5,3,5,3,3,3
"32844",2,NA,3,3,3,1,3,2,3,3,79,2,8,"JPN",2,2,0,0,0,0,0,0,0,3,3,1,5,3,3,3,3,3
"32845",1,2,NA,NA,3,1,2,1,7,4,70,1,7,"JPN",2,2,1,0,0,0,0,1,2,2,2,1,3,4,7,2,2,3
"32846",2,2,2,3,3,1,1,2,7,3,76,2,5,"JPN",2,2,0,0,0,0,0,0,0,2,2,1,5,3,7,2,2,3
"32847",NA,NA,2,NA,NA,2,3,2,7,3,46,2,5,"JPN",2,NA,0,0,0,0,0,0,0,4,4,2,2,3,7,3,4,3
"32848",2,2,3,3,3,2,3,2,7,3,48,2,7,"JPN",2,3,0,0,0,0,0,0,0,3,3,2,5,3,7,3,3,4
"32849",2,3,NA,NA,2,1,1,2,3,3,57,1,9,"JPN",1,2,0,1,0,0,0,0,0,3,4,1,3,3,3,4,4,2
"32850",NA,3,3,3,3,3,1,2,6,3,61,2,5,"JPN",3,NA,0,0,0,0,0,0,0,NA,NA,3,5,3,6,NA,NA,NA
"32851",3,3,3,3,3,1,1,1,7,3,69,2,7,"JPN",2,2,0,0,0,0,0,0,0,NA,NA,1,4,3,7,NA,NA,3
"32852",3,3,3,3,3,1,3,1,7,4,32,2,9,"JPN",3,2,0,0,0,0,0,0,0,4,4,1,5,4,7,4,4,3
"32853",1,3,3,3,2,1,1,2,7,4,73,1,5,"JPN",2,2,0,0,2,0,0,0,0,3,3,1,4,4,7,2,3,3
"32854",1,2,3,3,NA,1,2,1,7,4,39,2,10,"JPN",2,NA,0,0,0,0,0,0,0,3,2,1,5,4,7,3,2,NA
"32855",2,NA,NA,NA,NA,1,1,2,9,3,55,1,7,"JPN",2,3,0,0,0,0,0,0,0,2,2,1,1,3,9,2,2,4
"32856",2,2,2,3,3,3,3,3,7,4,36,1,3,"JPN",3,2,0,0,0,0,0,0,0,4,4,3,1,4,7,3,4,3
"32857",2,NA,2,NA,NA,1,2,1,5,2,62,2,7,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,5,2,5,NA,3,4
"32858",2,3,2,2,2,3,2,2,5,3,21,1,4,"JPN",4,3,0,0,0,0,0,0,0,4,4,3,6,3,5,3,4,3
"32859",NA,NA,NA,NA,NA,2,2,2,7,3,78,2,NA,"JPN",3,2,0,0,0,0,0,0,0,NA,1,2,4,3,7,NA,1,4
"32860",3,3,3,3,3,2,2,2,7,4,36,1,NA,"JPN",4,2,0,0,0,0,0,0,0,4,4,2,1,4,7,4,4,3
"32861",NA,NA,NA,NA,NA,3,NA,2,5,4,26,2,NA,"JPN",3,3,0,0,0,0,0,0,0,3,3,3,1,4,5,3,3,NA
"32862",1,NA,NA,NA,2,1,2,2,7,4,44,2,9,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,1,4,7,3,3,3
"32863",2,3,3,3,3,1,2,2,7,3,69,1,7,"JPN",2,2,0,0,0,0,0,0,0,3,3,1,8,3,7,2,3,3
"32864",2,2,3,3,NA,3,2,2,9,4,24,2,8,"JPN",3,3,0,0,0,0,0,0,0,3,3,3,1,4,9,3,3,3
"32865",2,2,3,3,2,1,2,1,9,4,40,1,8,"JPN",2,3,0,0,0,0,0,0,0,4,3,1,1,4,9,3,3,3
"32866",2,3,1,2,2,1,4,NA,7,3,35,1,5,"JPN",2,2,2,2,0,0,0,0,0,3,4,1,NA,3,7,4,4,3
"32867",2,2,2,2,2,2,3,2,9,3,52,1,3,"JPN",3,NA,0,0,0,0,0,0,0,NA,NA,2,1,3,9,2,NA,NA
"32868",2,2,3,2,3,1,3,2,7,3,25,2,4,"JPN",2,4,0,0,0,0,0,0,0,3,2,1,1,3,7,2,2,3
"32869",2,2,2,2,2,2,2,2,7,3,51,1,4,"JPN",2,NA,0,0,0,0,0,0,0,NA,2,2,1,3,7,2,2,NA
"32870",2,2,2,2,2,2,2,2,9,3,58,1,8,"JPN",3,2,0,0,0,0,0,0,0,3,3,2,1,3,9,3,3,3
"32871",2,3,3,3,2,2,4,NA,3,NA,36,1,2,"JPN",2,3,0,0,0,0,0,0,0,4,4,2,7,NA,3,4,4,4
"32872",NA,NA,NA,NA,NA,2,3,2,5,4,41,2,5,"JPN",2,3,0,0,0,0,0,0,0,3,3,2,5,4,5,3,3,4
"32873",NA,NA,NA,NA,NA,2,NA,2,5,4,35,1,NA,"JPN",3,NA,0,0,0,0,0,0,0,NA,NA,2,1,4,5,NA,NA,NA
"32874",3,2,2,3,3,2,1,2,9,4,23,1,5,"JPN",3,4,0,2,0,0,0,0,2,4,4,2,1,4,9,4,4,NA
"32875",2,3,3,3,3,1,2,2,5,4,32,2,5,"JPN",3,2,0,0,0,0,0,0,0,3,3,1,5,4,5,NA,3,3
"32876",1,NA,NA,NA,NA,2,2,1,7,4,33,2,3,"JPN",3,3,0,0,0,0,0,0,0,3,3,2,5,4,7,3,3,3
"32877",3,3,3,3,3,1,2,2,7,4,21,2,6,"JPN",3,2,0,0,0,0,0,0,0,3,3,1,2,4,7,3,3,3
"32878",1,2,2,NA,2,1,2,2,7,4,67,2,7,"JPN",1,2,1,0,0,0,0,0,1,4,3,1,4,4,7,3,3,3
"32879",3,3,3,3,3,2,4,2,9,4,23,1,7,"JPN",4,4,0,0,0,0,0,0,0,4,4,2,1,4,9,4,4,4
"32880",1,2,2,NA,NA,1,NA,2,8,3,39,2,NA,"JPN",3,2,0,0,0,0,0,0,2,NA,2,1,8,3,8,NA,2,3
"32881",2,NA,NA,3,NA,1,1,1,6,4,60,1,8,"JPN",1,2,1,0,1,2,0,0,0,NA,NA,1,1,4,6,NA,NA,3
"32882",3,3,3,3,3,2,3,NA,9,4,36,2,6,"JPN",4,3,0,0,0,0,0,0,0,3,3,2,1,4,9,3,3,4
"32883",1,3,2,2,2,1,NA,2,9,4,26,1,7,"JPN",2,3,0,1,1,0,0,0,0,2,2,1,1,4,9,2,2,2
"32884",2,2,NA,NA,NA,2,2,2,7,3,37,2,8,"JPN",2,3,0,0,0,0,0,0,0,NA,NA,2,1,3,7,NA,NA,4
"32885",2,2,2,1,2,1,2,2,7,3,66,1,8,"JPN",2,3,0,0,0,1,0,0,1,2,2,1,4,3,7,2,2,4
"32886",3,3,3,3,3,1,2,2,9,4,73,1,8,"JPN",2,3,0,0,0,0,0,0,0,3,3,1,4,4,9,2,3,4
"32887",NA,NA,NA,NA,NA,1,2,2,7,NA,65,2,NA,"JPN",2,2,0,0,0,0,0,0,1,NA,NA,1,5,NA,7,NA,NA,NA
"32888",2,2,2,2,2,1,2,2,5,4,62,1,6,"JPN",2,2,2,0,2,2,1,0,0,2,3,1,4,4,5,2,3,3
"32889",3,3,3,3,3,1,3,NA,9,3,29,1,7,"JPN",3,3,0,0,0,0,0,0,0,3,3,1,1,3,9,2,3,3
"32890",2,2,2,2,NA,1,1,1,9,4,70,1,7,"JPN",3,2,0,0,0,0,2,2,2,3,3,1,NA,4,9,3,3,3
"32891",3,3,3,3,3,1,1,2,7,4,35,2,5,"JPN",2,2,0,0,0,0,0,0,0,3,3,1,1,4,7,3,3,4
"32892",2,2,2,3,3,2,3,2,9,4,33,2,9,"JPN",2,3,0,0,0,0,0,0,0,3,3,2,5,4,9,3,3,4
"32893",3,3,3,3,3,3,4,NA,NA,3,27,1,3,"JPN",4,NA,2,0,0,0,0,0,0,4,4,3,1,3,NA,3,4,NA
"32894",NA,3,3,3,3,2,1,1,NA,4,66,1,NA,"JPN",3,NA,0,0,0,0,0,0,0,NA,NA,2,4,4,NA,NA,NA,4
"32895",3,2,3,2,3,1,1,1,9,4,26,1,10,"JPN",2,4,0,0,1,0,0,0,0,3,2,1,1,4,9,3,2,2
"32896",1,3,3,3,2,1,2,2,9,2,32,2,9,"JPN",2,2,0,0,0,0,0,0,0,2,2,1,2,2,9,2,2,2
"32897",1,2,1,3,2,1,3,2,9,4,39,1,7,"JPN",2,2,0,2,0,0,0,0,0,4,3,1,1,4,9,2,3,3
"32898",2,3,2,2,2,1,2,2,9,4,35,1,8,"JPN",3,2,0,0,0,0,0,0,0,2,2,1,1,4,9,2,2,2
"32899",2,2,2,NA,NA,1,2,1,9,4,76,1,8,"JPN",1,3,0,0,0,0,0,0,2,3,3,1,4,4,9,2,3,3
"32900",1,3,3,3,3,2,2,2,7,4,63,2,9,"JPN",1,NA,0,0,0,0,0,0,0,4,4,2,5,4,7,NA,4,3
"32901",2,3,3,3,3,1,2,2,7,4,39,2,6,"JPN",3,2,0,1,0,0,0,0,0,4,4,1,2,4,7,4,4,3
"32902",NA,NA,3,1,NA,1,NA,2,9,1,62,1,3,"JPN",2,4,0,0,0,0,0,0,0,4,4,1,4,1,9,4,4,NA
