"","V85","V86","V87","V88","V89","V227","V211","V214","V248","V191","V242","V240","V141","C_COW_ALPHA","V84","V103","V29","V28","V25","V30","V32","V34","V35","V116","V115","V227.1","V229","V191.1","V248.1","V118","V115.1","V105"
"7345",2,1,3,2,3,1,2,1,8,2,43,1,6,"BRA",4,4,0,0,1,0,0,0,0,4,3,1,7,2,8,3,3,3
"7346",2,3,3,NA,NA,2,2,2,9,3,78,1,4,"BRA",2,3,0,0,1,NA,NA,NA,NA,3,4,2,4,3,9,4,4,2
"7347",3,2,1,1,3,2,2,3,9,3,65,1,3,"BRA",4,1,0,0,0,0,2,0,NA,3,2,2,4,3,9,3,2,2
"7348",2,2,3,2,2,1,4,1,6,2,30,1,5,"BRA",1,4,1,1,1,0,0,0,0,3,3,1,2,2,6,2,3,3
"7349",1,1,2,2,2,3,3,4,7,2,36,1,7,"BRA",1,2,1,2,0,1,0,0,0,4,2,3,3,2,7,2,2,3
"7350",2,2,2,2,2,3,3,3,7,2,26,1,7,"BRA",2,NA,1,2,2,2,0,0,0,3,3,3,7,2,7,3,3,4
"7351",2,2,1,2,2,3,1,2,7,2,30,1,6,"BRA",2,4,1,0,0,0,1,1,0,2,2,3,7,2,7,2,2,3
"7352",1,3,3,1,1,1,1,1,7,4,48,1,9,"BRA",2,3,0,1,2,0,2,0,0,3,2,1,1,4,7,2,2,4
"7353",1,3,3,3,3,1,3,2,7,4,43,1,6,"BRA",2,2,0,0,0,0,0,2,0,4,4,1,2,4,7,2,4,2
"7354",3,3,3,3,3,1,4,4,2,4,26,1,1,"BRA",4,3,0,0,0,0,0,0,0,3,3,1,1,4,2,4,3,4
"7355",1,2,1,1,2,1,1,1,9,3,30,1,1,"BRA",1,4,0,0,2,1,0,0,0,4,4,1,1,3,9,3,4,4
"7356",1,3,3,3,3,1,1,1,2,4,71,1,1,"BRA",4,1,0,0,1,0,0,0,0,4,2,1,4,4,2,1,2,4
"7357",1,3,3,3,3,1,1,1,7,2,35,1,10,"BRA",1,4,0,0,1,0,0,0,0,4,1,1,7,2,7,4,1,4
"7358",3,3,3,3,3,3,3,1,2,4,41,1,1,"BRA",4,4,0,0,2,0,0,0,0,4,4,3,1,4,2,4,4,4
"7359",2,3,2,2,2,1,2,2,3,4,56,1,5,"BRA",3,4,0,0,1,0,0,0,0,4,3,1,1,4,3,2,3,4
"7360",1,3,2,2,2,1,2,2,9,4,33,1,5,"BRA",2,2,1,0,0,0,0,0,0,3,3,1,1,4,9,2,3,3
"7361",1,3,1,2,1,1,3,2,9,4,25,1,3,"BRA",3,2,0,0,0,0,0,0,0,3,3,1,1,4,9,2,3,4
"7362",3,3,3,3,3,1,1,1,7,4,29,1,1,"BRA",4,2,0,0,0,0,0,0,0,4,4,1,1,4,7,1,4,2
"7363",1,3,3,2,2,1,3,1,9,4,21,1,7,"BRA",1,2,0,0,2,0,0,0,0,2,2,1,1,4,9,4,2,2
"7364",3,3,3,3,3,1,1,1,9,4,82,1,1,"BRA",4,1,0,0,2,0,0,0,0,1,2,1,4,4,9,2,2,3
"7365",1,3,2,1,3,1,1,1,7,4,54,1,7,"BRA",2,3,1,0,0,0,0,0,0,3,3,1,1,4,7,3,3,4
"7366",2,3,1,2,2,1,3,2,6,3,19,1,5,"BRA",2,2,0,0,2,0,0,0,0,4,2,1,6,3,6,4,2,2
"7367",1,3,1,2,2,1,2,1,7,4,50,1,3,"BRA",3,3,0,0,2,2,2,2,0,3,3,1,1,4,7,2,3,4
"7368",2,3,2,2,2,1,2,1,7,2,30,1,8,"BRA",2,3,0,0,2,NA,0,0,0,4,3,1,2,2,7,2,3,4
"7369",1,2,2,1,1,1,3,1,9,4,29,1,6,"BRA",1,3,0,0,1,0,0,0,0,4,4,1,3,4,9,4,4,4
"7370",3,3,3,3,3,1,1,2,2,4,74,1,10,"BRA",3,2,0,0,2,0,0,0,0,4,4,1,3,4,2,4,4,2
"7371",2,2,2,2,2,1,2,2,7,4,31,1,9,"BRA",3,2,0,0,0,0,0,0,0,3,3,1,3,4,7,2,3,3
"7372",2,3,1,3,3,1,1,1,2,4,66,1,4,"BRA",1,3,0,0,2,0,0,0,0,2,3,1,4,4,2,1,3,4
"7373",1,3,2,3,2,1,1,1,2,2,22,1,5,"BRA",4,2,0,0,1,0,0,0,NA,3,NA,1,7,2,2,NA,NA,4
"7374",1,1,1,1,1,1,1,1,9,4,63,1,6,"BRA",1,2,1,2,0,0,0,0,0,2,2,1,7,4,9,3,2,4
"7375",1,3,2,2,2,2,1,1,2,2,36,1,8,"BRA",2,2,0,0,0,0,0,0,0,4,3,2,3,2,2,3,3,4
"7376",2,3,2,3,3,1,2,1,3,4,54,1,1,"BRA",2,2,0,0,2,0,0,2,0,4,2,1,3,4,3,2,2,3
"7377",1,3,NA,3,3,2,2,1,2,4,68,1,1,"BRA",4,2,0,0,1,0,0,0,0,4,2,2,4,4,2,2,2,4
"7378",3,3,NA,3,3,1,1,1,3,4,70,1,10,"BRA",4,2,0,0,2,0,0,0,0,4,4,1,4,4,3,4,4,4
"7379",1,2,3,3,NA,1,1,1,3,4,35,1,10,"BRA",2,4,0,0,0,0,0,0,0,4,4,1,2,4,3,3,4,4
"7380",2,3,3,NA,NA,1,1,1,2,2,25,1,5,"BRA",3,2,0,0,1,0,0,0,0,4,2,1,7,2,2,3,2,4
"7381",1,2,1,3,NA,1,1,1,3,4,42,1,1,"BRA",2,2,1,0,0,0,0,0,0,3,4,1,2,4,3,3,4,4
"7382",1,3,2,2,2,3,2,1,2,4,40,1,1,"BRA",4,2,0,0,0,0,0,0,0,4,3,3,1,4,2,3,3,2
"7383",2,3,3,2,2,2,2,1,2,3,39,1,6,"BRA",2,4,0,2,0,0,0,0,0,4,2,2,1,3,2,1,2,4
"7384",1,3,1,2,1,1,2,1,5,2,22,1,6,"BRA",4,3,0,1,1,0,0,0,0,4,4,1,1,2,5,4,4,4
"7385",1,3,3,3,2,1,1,1,2,4,50,1,10,"BRA",2,4,0,0,0,0,0,0,0,3,1,1,2,4,2,3,1,3
"7386",1,2,1,1,2,1,2,2,8,4,32,1,7,"BRA",1,2,0,2,1,0,0,0,0,2,2,1,1,4,8,3,2,4
"7387",1,2,2,2,2,1,1,1,8,4,24,1,4,"BRA",2,3,0,0,0,0,0,0,0,3,4,1,1,4,8,3,4,4
"7388",3,3,3,3,3,3,2,1,2,2,23,1,4,"BRA",4,4,0,0,0,2,2,2,0,4,4,3,2,2,2,4,4,4
"7389",2,3,3,3,3,1,3,2,2,4,71,1,10,"BRA",4,1,0,0,0,0,0,0,0,4,4,1,4,4,2,4,4,2
"7390",1,3,3,3,3,1,2,2,2,4,73,1,6,"BRA",4,3,0,0,0,0,0,0,0,4,2,1,4,4,2,3,2,4
"7391",1,3,3,3,3,2,1,1,4,4,44,1,1,"BRA",3,2,0,2,2,0,0,0,0,3,2,2,1,4,4,3,2,2
"7392",3,3,3,3,3,1,3,2,8,4,21,1,5,"BRA",4,4,0,0,0,0,0,0,0,4,2,1,2,4,8,2,2,3
"7393",1,3,2,1,2,1,1,2,7,2,42,1,5,"BRA",4,2,0,0,1,2,2,0,0,4,4,1,1,2,7,2,4,4
"7394",2,2,2,1,1,2,4,2,7,4,46,1,1,"BRA",1,2,0,2,0,0,0,0,0,4,4,2,3,4,7,2,4,2
"7395",1,2,1,2,2,1,3,2,7,4,28,1,7,"BRA",2,4,0,0,2,0,0,0,0,4,4,1,3,4,7,4,4,4
"7396",1,1,1,1,1,2,2,1,9,3,43,1,9,"BRA",2,2,0,0,1,1,1,0,0,4,1,2,2,3,9,1,1,4
"7397",1,2,1,1,2,1,2,2,7,4,39,1,6,"BRA",2,4,0,2,0,0,0,0,0,4,2,1,1,4,7,2,2,2
"7398",2,3,2,3,3,1,1,2,7,4,33,1,3,"BRA",2,2,0,0,2,0,2,0,0,4,3,1,1,4,7,3,3,2
"7399",2,3,2,3,3,1,1,2,2,4,27,1,6,"BRA",4,2,0,0,2,0,0,0,0,2,2,1,1,4,2,2,2,4
"7400",3,NA,3,3,3,3,1,2,2,4,18,1,8,"BRA",2,3,0,0,0,0,0,0,0,4,3,3,6,4,2,3,3,4
"7401",2,2,2,2,2,1,1,1,7,2,21,1,10,"BRA",4,3,0,0,2,0,0,0,0,4,3,1,7,2,7,4,3,4
"7402",1,NA,1,2,2,2,1,1,9,2,31,1,10,"BRA",2,2,0,0,2,0,0,0,0,2,2,2,3,2,9,2,2,4
"7403",2,2,2,3,2,1,2,1,3,2,38,1,10,"BRA",3,2,0,0,1,0,0,0,0,4,4,1,7,2,3,2,4,2
"7404",3,NA,2,3,2,1,2,2,2,3,61,1,10,"BRA",3,1,0,2,2,0,0,0,0,3,2,1,4,3,2,2,2,2
"7405",2,2,3,3,3,1,2,3,2,2,53,1,6,"BRA",2,3,0,0,2,0,0,0,0,3,2,1,4,2,2,2,2,3
"7406",3,3,2,3,2,1,1,1,2,4,62,1,10,"BRA",3,2,0,0,1,0,0,2,2,2,2,1,4,4,2,2,2,3
"7407",2,3,2,2,2,1,1,1,7,4,27,1,10,"BRA",2,2,0,0,1,0,0,0,0,3,2,1,1,4,7,3,2,3
"7408",2,2,2,2,2,1,4,1,8,4,42,1,10,"BRA",4,4,0,0,0,0,0,0,0,4,3,1,1,4,8,3,3,4
"7409",3,3,3,3,3,1,3,1,3,2,63,1,1,"BRA",3,1,0,0,1,0,0,0,0,2,2,1,1,2,3,2,2,4
"7410",3,3,3,3,3,1,3,1,7,2,32,1,4,"BRA",3,3,0,0,2,0,0,0,0,4,4,1,3,2,7,2,4,3
"7411",1,3,2,2,2,1,2,1,2,2,47,1,4,"BRA",4,1,0,0,1,0,0,0,0,4,3,1,1,2,2,2,3,3
"7412",2,3,2,2,3,1,1,1,7,2,24,1,10,"BRA",3,3,0,0,1,0,0,0,0,4,3,1,1,2,7,2,3,3
"7413",2,2,2,2,2,1,3,2,3,2,46,1,7,"BRA",3,3,0,0,2,0,0,0,0,3,2,1,7,2,3,2,2,3
"7414",1,2,2,3,2,1,2,2,7,4,25,1,10,"BRA",2,3,0,2,2,0,0,0,0,4,3,1,1,4,7,3,3,4
"7415",1,2,1,1,1,1,2,2,2,3,41,1,10,"BRA",4,4,0,0,1,0,0,0,0,4,2,1,1,3,2,2,2,4
"7416",3,3,3,3,3,1,2,2,2,4,62,1,10,"BRA",4,2,0,0,0,0,0,0,0,3,2,1,4,4,2,2,2,4
"7417",1,3,1,1,2,1,3,1,9,4,31,1,10,"BRA",3,3,0,0,2,0,0,0,0,3,2,1,1,4,9,1,2,4
"7418",1,2,2,1,2,1,2,1,8,4,34,1,10,"BRA",2,1,0,2,0,0,0,0,0,4,4,1,1,4,8,4,4,4
"7419",2,3,2,2,2,1,3,3,7,4,24,1,10,"BRA",4,1,0,0,2,0,0,0,0,3,2,1,3,4,7,3,2,2
"7420",2,3,2,3,NA,1,1,1,2,2,56,1,10,"BRA",3,2,0,0,2,0,0,0,0,3,3,1,3,2,2,2,3,4
"7421",1,3,3,3,3,1,3,2,7,4,60,1,8,"BRA",2,2,0,0,2,0,0,0,0,4,4,1,1,4,7,4,4,3
"7422",1,3,3,1,3,1,1,1,9,4,55,1,8,"BRA",2,1,0,2,2,0,2,0,0,3,3,1,1,4,9,4,3,2
"7423",3,3,3,3,3,1,4,2,3,4,65,1,5,"BRA",4,3,0,0,2,0,0,0,0,4,3,1,4,4,3,NA,3,4
"7424",3,3,3,3,3,1,1,2,9,2,52,1,5,"BRA",3,4,0,0,0,0,0,0,0,4,3,1,1,2,9,2,3,4
"7425",1,2,1,3,1,1,1,2,9,4,49,1,7,"BRA",2,2,0,0,2,0,0,0,0,4,3,1,1,4,9,3,3,4
"7426",1,3,3,1,3,1,1,2,9,4,58,1,6,"BRA",3,2,0,0,2,0,0,0,0,4,3,1,7,4,9,3,3,3
"7427",3,3,3,3,3,2,4,2,8,4,52,1,6,"BRA",4,2,0,0,0,0,0,0,0,4,2,2,7,4,8,3,2,3
"7428",3,3,3,3,3,2,1,2,2,4,79,1,NA,"BRA",4,NA,0,0,2,0,NA,0,0,4,NA,2,4,4,2,4,NA,NA
"7429",1,3,3,1,3,1,1,2,7,4,18,1,3,"BRA",2,2,0,0,2,0,0,0,0,4,4,1,2,4,7,2,4,4
"7430",1,2,2,1,2,1,1,2,9,4,48,1,2,"BRA",2,2,0,0,0,0,0,0,0,3,2,1,1,4,9,2,2,2
"7431",1,2,2,2,2,1,1,2,8,4,20,1,4,"BRA",2,3,0,0,1,0,0,0,2,4,3,1,1,4,8,3,3,4
"7432",1,1,3,2,3,1,4,2,9,4,24,1,3,"BRA",2,4,0,1,1,2,1,0,0,3,3,1,1,4,9,3,3,4
"7433",3,3,3,3,3,1,1,1,7,4,18,1,5,"BRA",4,2,0,0,2,0,2,0,0,3,3,1,1,4,7,3,3,4
"7434",2,2,2,2,2,2,1,2,7,4,56,1,10,"BRA",4,3,0,0,0,0,0,0,0,4,4,2,3,4,7,3,4,4
"7435",2,3,2,2,2,1,1,1,9,4,32,1,3,"BRA",1,3,0,0,2,0,0,0,0,3,2,1,1,4,9,2,2,4
"7436",1,3,2,2,2,1,2,1,7,4,47,1,9,"BRA",3,3,0,0,0,0,0,0,0,4,3,1,3,4,7,2,3,4
"7437",2,3,2,2,NA,1,1,1,9,4,52,1,4,"BRA",3,3,0,0,0,0,0,0,0,3,2,1,2,4,9,1,2,4
"7438",1,3,2,3,3,1,2,2,7,4,67,1,8,"BRA",2,2,0,0,2,0,0,0,0,2,2,1,4,4,7,2,2,2
"7439",1,1,1,1,1,1,1,1,9,4,67,1,1,"BRA",1,2,2,2,2,0,1,0,2,2,2,1,4,4,9,2,2,2
"7440",1,3,1,1,1,1,2,2,6,4,52,1,9,"BRA",3,2,0,1,0,0,0,0,0,3,3,1,4,4,6,2,3,3
"7441",1,2,1,1,1,1,1,2,9,3,56,1,4,"BRA",1,4,0,0,0,0,0,0,0,4,2,1,4,3,9,2,2,3
"7442",1,2,1,2,2,3,4,2,8,4,28,1,3,"BRA",4,4,0,0,0,0,0,0,0,4,4,3,6,4,8,4,4,4
"7443",2,3,3,3,3,1,2,2,9,4,29,1,3,"BRA",3,2,0,0,1,0,0,0,0,2,2,1,1,4,9,2,2,3
"7444",2,2,1,2,2,1,3,2,8,4,24,1,7,"BRA",2,2,0,0,2,0,0,0,0,4,3,1,2,4,8,3,3,4
"7445",1,2,1,2,2,1,2,2,9,4,24,1,6,"BRA",2,2,0,0,1,0,0,0,0,3,3,1,1,4,9,2,3,2
"7446",1,2,1,2,2,1,2,2,9,4,49,1,4,"BRA",2,2,0,0,1,0,0,0,0,3,3,1,1,4,9,2,3,3
"7447",2,2,2,1,2,1,1,2,2,4,45,1,5,"BRA",3,1,0,0,2,0,0,0,0,4,4,1,4,4,2,2,4,2
"7448",2,3,2,2,2,1,3,2,2,4,53,1,1,"BRA",2,3,0,0,2,0,0,0,0,4,2,1,2,4,2,2,2,4
"7449",2,3,3,3,3,1,2,1,2,4,44,1,10,"BRA",3,2,0,0,2,0,0,0,0,4,2,1,3,4,2,2,2,4
"7450",1,3,3,2,2,1,2,1,2,4,39,1,1,"BRA",1,4,2,2,2,0,0,0,2,3,4,1,3,4,2,4,4,4
"7451",2,2,2,2,2,1,2,2,3,4,20,1,10,"BRA",1,4,0,0,0,0,0,0,0,4,1,1,1,4,3,2,1,3
"7452",1,3,3,3,3,1,2,2,2,4,56,1,7,"BRA",1,2,0,0,0,0,0,0,0,2,2,1,1,4,2,2,2,4
"7453",2,3,2,3,3,1,1,2,6,4,24,1,6,"BRA",2,2,0,0,2,0,0,0,0,3,2,1,1,4,6,3,2,4
"7454",2,2,3,2,2,3,2,1,6,4,18,1,10,"BRA",4,3,0,0,1,0,0,0,0,3,3,3,1,4,6,2,3,3
"7455",1,3,1,1,2,1,1,2,2,4,61,1,3,"BRA",3,4,0,0,2,0,0,0,0,4,4,1,4,4,2,3,4,4
"7456",2,3,3,2,2,1,2,1,7,4,58,1,7,"BRA",1,2,0,0,2,0,0,0,0,4,2,1,2,4,7,4,2,4
"7457",2,2,2,2,2,2,1,1,3,4,50,1,8,"BRA",3,4,0,0,2,0,0,0,0,4,2,2,1,4,3,2,2,4
"7458",2,1,2,2,2,1,3,2,8,4,18,1,7,"BRA",2,2,0,0,2,0,0,0,0,3,2,1,6,4,8,2,2,4
"7459",2,3,3,1,2,1,2,2,3,3,56,1,7,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,7,3,3,3,2,3
"7460",1,3,1,3,2,1,2,2,9,3,62,1,8,"BRA",1,1,2,0,2,0,0,0,0,3,3,1,1,3,9,4,3,2
"7461",3,3,3,3,3,1,3,2,3,3,51,1,8,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,3,3,3,3,2,1
"7462",3,3,3,3,3,1,1,2,7,3,34,1,2,"BRA",2,2,0,0,1,0,0,0,0,4,4,1,3,3,7,3,4,2
"7463",1,2,2,2,2,1,1,1,8,3,28,1,7,"BRA",2,3,0,0,0,0,0,0,0,3,3,1,1,3,8,2,3,3
"7464",2,2,2,3,1,1,2,1,6,3,18,1,8,"BRA",3,3,0,0,0,0,0,0,0,4,3,1,6,3,6,3,3,3
"7465",3,3,3,3,3,1,2,2,7,3,71,1,8,"BRA",4,2,0,0,1,0,0,0,0,4,2,1,4,3,7,2,2,2
"7466",2,NA,2,NA,NA,2,2,2,7,4,18,1,1,"BRA",1,2,0,0,1,0,0,0,0,3,4,2,3,4,7,2,4,4
"7467",NA,3,3,3,NA,1,2,2,3,2,57,1,8,"BRA",2,4,0,0,1,0,0,0,0,3,3,1,1,2,3,2,3,4
"7468",2,3,1,1,2,1,2,2,3,2,81,1,7,"BRA",2,3,0,0,2,0,0,0,0,4,3,1,4,2,3,3,3,3
"7469",1,3,3,3,3,1,3,2,7,3,19,1,6,"BRA",4,2,0,0,1,0,0,0,0,4,4,1,6,3,7,4,4,2
"7470",1,3,3,3,3,1,2,2,7,3,70,1,10,"BRA",4,1,0,0,1,0,0,0,0,4,4,1,4,3,7,3,4,2
"7471",1,3,3,3,3,1,4,2,7,3,30,1,2,"BRA",4,4,0,0,2,0,0,0,0,4,3,1,2,3,7,3,3,4
"7472",1,NA,2,2,2,1,2,2,2,4,56,1,4,"BRA",4,2,0,0,0,0,0,0,0,4,3,1,4,4,2,3,3,3
"7473",2,2,2,2,2,1,2,1,3,2,56,1,2,"BRA",4,2,0,0,0,0,0,0,0,3,2,1,7,2,3,2,2,3
"7474",1,3,1,1,2,2,1,1,9,2,41,1,6,"BRA",2,3,0,0,0,0,0,0,0,4,2,2,7,2,9,2,2,4
"7475",2,NA,2,2,2,1,2,1,6,3,23,1,3,"BRA",4,2,0,0,0,0,0,0,0,3,3,1,1,3,6,2,3,4
"7476",1,NA,2,2,2,1,2,1,5,4,50,1,5,"BRA",4,2,0,0,0,0,0,0,0,4,3,1,1,4,5,2,3,4
"7477",1,NA,2,2,2,1,2,1,9,4,35,1,1,"BRA",4,2,0,0,0,0,0,0,0,4,3,1,1,4,9,4,3,4
"7478",1,2,2,2,2,1,2,2,7,3,43,1,1,"BRA",4,2,0,0,0,0,0,0,0,3,2,1,1,3,7,3,2,4
"7479",1,2,1,1,2,1,2,2,7,4,60,1,1,"BRA",2,2,0,0,0,0,0,0,0,3,3,1,3,4,7,2,3,4
"7480",2,NA,2,2,2,1,2,2,9,4,23,1,2,"BRA",2,2,0,0,2,0,0,0,0,3,3,1,6,4,9,3,3,3
"7481",3,3,3,3,3,1,2,2,7,4,50,1,7,"BRA",2,4,1,0,1,0,0,0,0,4,3,1,1,4,7,3,3,4
"7482",1,NA,2,2,2,1,2,1,7,3,24,1,1,"BRA",3,2,0,0,0,0,0,0,0,4,3,1,4,3,7,3,3,3
"7483",3,3,2,2,2,1,1,2,2,4,34,1,7,"BRA",4,4,0,0,2,0,2,0,0,4,3,1,1,4,2,3,3,4
"7484",3,3,3,3,3,1,1,1,2,3,58,1,7,"BRA",3,4,1,2,1,0,2,0,0,2,2,1,2,3,2,2,2,4
"7485",2,3,2,3,2,1,4,1,2,4,67,1,NA,"BRA",2,2,0,0,2,0,0,0,0,4,1,1,4,4,2,1,1,3
"7486",2,2,2,2,2,2,1,1,3,4,86,1,5,"BRA",2,2,0,0,1,0,2,NA,NA,3,1,2,4,4,3,1,1,4
"7487",2,NA,2,2,2,1,1,2,2,2,60,1,9,"BRA",4,1,2,0,2,0,0,0,0,4,2,1,1,2,2,1,2,4
"7488",1,3,2,3,2,1,2,1,8,4,63,1,7,"BRA",4,2,0,0,0,2,0,0,0,2,2,1,4,4,8,2,2,2
"7489",2,3,3,3,3,1,2,2,2,4,75,1,6,"BRA",4,1,0,0,2,0,0,0,0,4,2,1,4,4,2,1,2,4
"7490",2,2,3,2,3,1,3,1,2,4,57,1,5,"BRA",4,4,0,0,1,0,0,0,0,4,4,1,1,4,2,2,4,4
"7491",2,3,2,2,3,1,1,1,2,4,69,1,7,"BRA",4,2,0,0,2,0,0,0,0,3,2,1,4,4,2,3,2,4
"7492",2,2,3,3,3,1,2,2,2,2,31,1,8,"BRA",3,3,1,0,2,0,0,0,0,4,2,1,1,2,2,3,2,4
"7493",1,3,3,3,3,1,1,2,2,4,38,1,3,"BRA",4,3,1,0,2,0,0,0,0,4,2,1,1,4,2,2,2,4
"7494",1,3,3,3,3,1,2,2,2,4,56,1,6,"BRA",4,1,0,0,2,0,0,0,0,3,2,1,1,4,2,2,2,4
"7495",1,3,2,3,3,1,2,2,3,4,43,1,2,"BRA",4,4,0,0,1,0,0,0,0,4,4,1,1,4,3,3,4,4
"7496",2,3,3,2,3,1,2,2,3,4,27,1,3,"BRA",4,2,0,0,2,0,0,0,0,3,2,1,7,4,3,2,2,3
"7497",1,1,2,1,NA,1,2,2,5,4,67,1,9,"BRA",3,3,0,0,1,0,1,0,0,4,4,1,4,4,5,2,4,4
"7498",1,1,1,1,3,1,2,1,NA,4,75,1,10,"BRA",1,1,2,0,2,0,2,0,0,3,2,1,4,4,NA,3,2,3
"7499",2,NA,2,2,2,1,2,1,3,3,26,1,10,"BRA",3,2,0,0,0,0,0,0,0,3,2,1,3,3,3,2,2,4
"7500",NA,3,2,3,3,1,2,1,6,4,33,1,10,"BRA",2,2,0,0,2,0,0,0,0,3,2,1,3,4,6,2,2,4
"7501",2,NA,2,2,NA,1,1,1,7,4,48,1,10,"BRA",2,2,0,2,0,0,0,0,0,2,2,1,3,4,7,2,2,4
"7502",2,2,2,2,2,1,1,1,7,4,32,1,10,"BRA",2,2,0,0,2,0,0,0,0,3,2,1,3,4,7,2,2,3
"7503",2,2,2,2,2,1,1,1,2,4,67,1,10,"BRA",1,2,2,0,2,0,2,0,0,1,2,1,3,4,2,2,2,3
"7504",1,3,2,1,2,1,2,2,9,4,46,1,5,"BRA",2,2,1,1,2,0,0,0,0,3,2,1,1,4,9,1,2,2
"7505",3,3,3,3,3,1,2,2,7,4,34,1,6,"BRA",4,1,0,1,1,0,0,0,0,4,3,1,1,4,7,2,3,3
"7506",3,3,2,3,3,1,3,2,2,4,47,1,1,"BRA",2,2,1,0,1,0,0,0,0,3,3,1,3,4,2,3,3,2
"7507",2,3,3,3,1,1,1,3,2,4,69,1,1,"BRA",4,1,0,0,2,0,0,0,0,4,4,1,4,4,2,2,4,4
"7508",2,2,2,2,2,2,2,2,3,2,18,1,10,"BRA",3,4,0,0,1,0,0,0,0,3,2,2,1,2,3,1,2,4
"7509",2,3,1,2,2,1,1,2,6,2,28,1,1,"BRA",4,2,0,0,0,0,0,0,0,4,4,1,1,2,6,4,4,4
"7510",3,3,3,3,3,1,1,2,2,4,49,1,10,"BRA",4,3,0,0,2,0,0,0,0,4,1,1,7,4,2,2,1,4
"7511",1,3,2,2,2,1,1,1,9,4,37,1,5,"BRA",1,4,2,2,0,0,0,0,0,2,2,1,1,4,9,2,2,4
"7512",2,NA,3,2,3,1,4,2,2,4,32,1,5,"BRA",4,1,0,0,2,0,0,0,0,3,2,1,1,4,2,3,2,2
"7513",3,3,3,1,3,2,2,2,6,3,25,1,5,"BRA",2,2,0,0,0,0,0,0,0,4,4,2,1,3,6,4,4,3
"7514",1,3,1,3,1,1,2,2,7,4,48,1,5,"BRA",3,2,0,0,0,0,0,0,0,4,4,1,1,4,7,2,4,3
"7515",NA,3,NA,3,3,1,2,2,NA,4,64,1,5,"BRA",4,1,0,0,0,0,0,0,0,4,2,1,4,4,NA,4,2,3
"7516",2,NA,3,3,NA,1,2,2,1,4,66,1,8,"BRA",3,2,0,2,2,0,0,0,0,4,2,1,4,4,1,3,2,3
"7517",2,3,2,2,2,1,2,1,7,4,47,1,3,"BRA",2,2,0,0,1,0,0,0,0,2,2,1,1,4,7,2,2,2
"7518",1,3,2,2,2,1,3,1,9,3,34,1,6,"BRA",1,4,0,0,2,0,0,0,0,4,4,1,3,3,9,4,4,4
"7519",3,3,3,2,2,1,3,2,7,4,24,1,4,"BRA",4,2,0,0,1,0,0,0,0,4,4,1,7,4,7,2,4,4
"7520",3,3,3,3,3,1,2,2,2,2,61,1,3,"BRA",4,4,0,2,2,0,0,0,0,4,2,1,4,2,2,2,2,4
"7521",3,NA,3,3,3,2,3,2,2,2,37,1,6,"BRA",2,3,0,0,2,0,0,0,0,3,3,2,1,2,2,3,3,3
"7522",3,3,3,3,3,3,2,1,2,2,35,1,6,"BRA",2,2,0,0,2,0,0,0,0,2,3,3,1,2,2,2,3,2
"7523",NA,1,3,1,3,2,4,2,2,2,47,1,4,"BRA",2,3,0,0,2,0,0,0,0,2,2,2,1,2,2,2,2,3
"7524",3,3,3,3,3,3,4,2,7,2,52,1,7,"BRA",2,3,0,0,1,0,0,0,0,2,2,3,3,2,7,2,2,2
"7525",1,1,1,2,1,2,3,1,9,4,47,1,6,"BRA",2,2,0,0,2,2,2,0,0,2,4,2,4,4,9,2,4,2
"7526",2,3,2,3,3,1,2,1,6,4,20,1,5,"BRA",2,2,0,0,2,0,0,0,0,2,2,1,1,4,6,2,2,2
"7527",3,3,3,3,3,1,3,2,3,4,65,1,10,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,4,4,3,2,2,3
"7528",2,2,2,2,2,1,1,3,3,4,54,1,2,"BRA",4,2,0,0,1,0,0,0,1,4,2,1,4,4,3,2,2,4
"7529",2,3,2,2,3,1,1,2,2,4,62,1,10,"BRA",1,1,2,0,1,0,0,0,0,3,1,1,1,4,2,2,1,4
"7530",2,1,3,3,3,1,1,NA,3,4,74,1,7,"BRA",4,3,0,0,2,0,0,0,0,4,4,1,4,4,3,2,4,4
"7531",2,3,2,3,2,1,1,1,2,4,51,1,4,"BRA",2,1,0,0,2,0,0,0,0,2,2,1,7,4,2,2,2,2
"7532",3,3,3,3,3,3,2,1,2,1,60,1,7,"BRA",4,4,0,0,2,0,0,0,0,4,4,3,7,1,2,4,4,4
"7533",1,2,2,1,2,1,2,1,8,3,39,1,7,"BRA",2,3,0,0,0,0,0,0,0,4,4,1,1,3,8,4,4,3
"7534",3,3,3,3,3,1,4,4,7,4,53,1,5,"BRA",4,3,0,0,0,0,0,0,0,4,3,1,1,4,7,4,3,4
"7535",1,3,2,1,3,1,2,2,5,4,23,1,7,"BRA",2,3,0,0,1,0,0,0,0,4,2,1,1,4,5,3,2,3
"7536",3,3,NA,3,3,2,2,1,2,2,52,1,5,"BRA",3,3,0,0,2,0,0,0,0,4,2,2,3,2,2,2,2,NA
"7537",3,3,3,3,3,1,2,1,7,4,32,1,5,"BRA",3,4,0,0,1,0,0,0,0,4,4,1,3,4,7,2,4,3
"7538",3,3,3,3,3,2,2,2,7,4,34,1,7,"BRA",3,3,0,0,2,0,0,0,0,4,2,2,1,4,7,2,2,NA
